year,month,day,u1060S
1981,10,9,3.9050407
1981,10,10,4.288948
1981,10,11,4.4104843
1981,10,12,3.788704
1981,10,13,3.8275833
1981,10,14,0.6499367
1981,10,15,-0.62205505
1981,10,16,3.0465508
1981,10,17,6.1452026
1981,10,18,8.552315
1981,10,19,7.2709503
1981,10,20,4.577812
1981,10,21,4.6179733
1981,10,22,4.1950417
1981,10,23,5.800396
1981,10,24,10.724869
1981,10,25,13.978958
1981,10,26,10.23304
1981,10,27,5.419651
1981,10,28,6.2247047
1981,10,29,7.2629356
1981,10,30,8.840324
1981,10,31,9.275253
1981,11,1,6.692482
1981,11,2,5.812847
1981,11,3,5.9167366
1981,11,4,6.1952515
1981,11,5,4.586071
1981,11,6,2.361084
1981,11,7,3.7021866
