year,month,day,u1060S
1981,4,27,-4.3189335
1981,4,28,-3.7024937
1981,4,29,-3.7002182
1981,4,30,-4.271229
1981,5,1,-3.3858376
1981,5,2,-2.8716908
1981,5,3,-2.7812176
1981,5,4,-2.9184914
1981,5,5,-2.204609
1981,5,6,-1.5549965
1981,5,7,-2.6629906
1981,5,8,-3.79113
1981,5,9,-4.860552
1981,5,10,-5.4058895
1981,5,11,-6.4852085
1981,5,12,-6.3872337
1981,5,13,-3.8916378
1981,5,14,-2.6121788
1981,5,15,-3.4476967
1981,5,16,-4.7789974
1981,5,17,-3.862236
1981,5,18,-2.2033043
1981,5,19,-1.3070107
1981,5,20,-0.8947048
1981,5,21,-1.538826
1981,5,22,-1.060749
1981,5,23,-0.27695465
1981,5,24,1.2943764
1981,5,25,2.3798523
1981,5,26,1.3731499
1981,5,27,0.09685898
1981,5,28,0.035694122
1981,5,29,-0.28842163
1981,5,30,-0.8227844
1981,5,31,-1.091919
1981,6,1,-0.41579437
1981,6,2,-2.2494164
1981,6,3,-4.815426
1981,6,4,-6.0522614
1981,6,5,-5.3409634
1981,6,6,-5.155672
1981,6,7,-4.6250343
1981,6,8,-3.7821808
1981,6,9,-4.9670296
1981,6,10,-5.558399
1981,6,11,-3.2984352
1981,6,12,-1.591301
1981,6,13,-1.2124786
1981,6,14,-2.186081
1981,6,15,-2.246811
1981,6,16,-1.5345039
1981,6,17,-1.6937065
1981,6,18,-4.1638756
1981,6,19,-5.58926
1981,6,20,-5.073597
1981,6,21,-2.0722885
1981,6,22,0.9408951
1981,6,23,3.2255974
1981,6,24,3.163433
1981,6,25,2.0871162
1981,6,26,-0.19269562
1981,6,27,-2.6002846
1981,6,28,-3.8081512
1981,6,29,-3.287243
1981,6,30,-2.4618988
1981,7,1,-1.5302925
1981,7,2,-1.0111389
1981,7,3,-1.4189835
1981,7,4,-3.5417404
1981,7,5,-4.9775124
1981,7,6,-5.3519707
1981,7,7,-5.2895775
1981,7,8,-5.3042717
1981,7,9,-4.723961
1981,7,10,-2.712326
1981,7,11,-3.2588158
1981,7,12,-7.0511093
1981,7,13,-8.928246
1981,7,14,-7.584564
1981,7,15,-5.015129
1981,7,16,-4.9359665
1981,7,17,-5.5758286
1981,7,18,-4.843792
1981,7,19,-3.331707
1981,7,20,-1.89571
1981,7,21,-3.3019981
1981,7,22,-4.12442
1981,7,23,-6.812088
1981,7,24,-7.832077
1981,7,25,-7.959503
1981,7,26,-8.593479
1981,7,27,-10.009716
1981,7,28,-13.73748
1981,7,29,-14.498184
1981,7,30,-12.042038
1981,7,31,-10.114048
1981,8,1,-9.618244
1981,8,2,-9.618408
1981,8,3,-7.586445
1981,8,4,-6.237259
1981,8,5,-5.5786476
1981,8,6,-5.366623
1981,8,7,-5.2645493
1981,8,8,-5.3517456
1981,8,9,-6.0032997
1981,8,10,-6.5064316
1981,8,11,-7.9176292
1981,8,12,-9.777016
1981,8,13,-10.089764
1981,8,14,-9.62236
1981,8,15,-9.314327
1981,8,16,-8.571548
1981,8,17,-7.5490646
1981,8,18,-7.086067
1981,8,19,-8.005016
1981,8,20,-7.2686806
1981,8,21,-5.8487015
1981,8,22,-5.536495
1981,8,23,-6.121086
1981,8,24,-5.8867455
1981,8,25,-5.470688
1981,8,26,-4.6558456
1981,8,27,-3.9841156
1981,8,28,-3.9241943
1981,8,29,-4.1718636
1981,8,30,-5.4959373
1981,8,31,-5.3643837
1981,9,1,-5.159916
1981,9,2,-4.9563217
1981,9,3,-4.6127167
1981,9,4,-4.850876
1981,9,5,-6.188904
1981,9,6,-8.239876
1981,9,7,-8.104576
1981,9,8,-8.143936
1981,9,9,-8.675804
1981,9,10,-8.007465
1981,9,11,-6.3929405
1981,9,12,-4.119583
1981,9,13,-3.1370773
1981,9,14,-1.5450058
1981,9,15,-2.7507248
1981,9,16,-4.508816
1981,9,17,-6.0731316
1981,9,18,-7.9897156
1981,9,19,-7.324524
1981,9,20,-5.1885033
1981,9,21,-3.773941
1981,9,22,-4.8954353
1981,9,23,-5.4335556
1981,9,24,-4.350319
1981,9,25,-4.314911
1981,9,26,-3.1037865
1981,9,27,-1.4050407
1981,9,28,-2.085617
1981,9,29,-1.9175949
1981,9,30,-1.42173
